1	173.239	255	255	255
2	1.130	255	255	255
3	139.043	255	255	255
4	5.853	255	255	255
5	15.404	255	255	255
6	5.545	255	255	255
7	62.949	255	255	255
8	0.719	255	255	255
9	0.513	255	255	255
10	3.594	255	255	255
11	2.567	255	255	255
12	13.247	255	255	255
13	3.389	255	255	255
14	1809.509	255	255	255
15	427.809	255	255	255
16	0.924	255	255	255
17	0.103	255	255	255
18	34.196	255	255	255
19	37.790	255	255	255
20	8.626	255	255	255
21	4.724	255	255	255
22	116.143	255	255	255
23	17.149	255	255	255
24	57.815	255	255	255
25	54.015	255	255	255
26	2.567	255	255	255
27	8.523	255	255	255
28	85.952	255	255	255
29	569.521	255	255	255
30	8.626	255	255	255
31	28.035	255	255	255
32	244.609	255	255	255
33	144.588	255	255	255
34	91.292	255	255	255
35	0.719	255	255	255
36	12.528	255	255	255
37	16.944	255	255	255
38	8.421	255	255	255
39	0.103	255	255	255
40	105.258	255	255	255
41	35.120	255	255	255
42	77.839	255	255	255
43	55.556	255	255	255
44	3.491	255	255	255
45	0.616	255	255	255
46	51.140	255	255	255
47	168.412	255	255	255
48	0.205	255	255	255
49	1.951	255	255	255
50	32.142	255	255	255
51	0.513	255	255	255
52	6.572	255	255	255
53	1.027	255	255	255
54	2.978	255	255	255
55	7.086	255	255	255
56	3754.570	255	255	255
57	4.416	255	255	255
58	0.308	255	255	255
59	0.616	255	255	255
60	1.848	255	255	255
61	55.556	255	255	255
62	60.177	255	255	255
63	18.587	255	255	255
64	0.924	255	255	255
65	10.885	255	255	255
66	0.308	255	255	255
67	0.308	255	255	255
68	13.452	255	255	255
69	91.189	255	255	255
70	2.362	255	255	255
71	12.631	255	255	255
72	0.616	255	255	255
73	0.103	255	255	255
74	0.513	255	255	255
75	45.184	255	255	255
76	0.308	255	255	255
77	0.103	255	255	255
78	1.438	255	255	255
79	4.416	255	255	255
80	1.540	255	255	255
81	331.793	255	255	255
82	1.540	255	255	255
83	0.103	255	255	255
84	6.778	255	255	255
85	2.259	255	255	255
86	163.894	255	255	255
87	83.282	255	255	255
88	0.205	255	255	255
89	1.848	255	255	255
90	15.917	255	255	255
91	48.470	255	255	255
92	0.719	255	255	255
93	1.335	255	255	255
