1	16.298	255	255	255
2	96.433	255	255	255
3	29.687	255	255	255
4	8.537	255	255	255
5	0.097	255	255	255
6	4.463	255	255	255
7	7.858	255	255	255
8	0.679	255	255	255
9	0.970	255	255	255
10	8.537	255	255	255
11	2.716	255	255	255
12	0.097	255	255	255
13	2.425	255	255	255
14	0.873	255	255	255
15	21.440	255	255	255
16	6.985	255	255	255
17	3.493	255	255	255
18	6.985	255	255	255
19	62.381	255	255	255
20	80.619	255	255	255
21	0.388	255	255	255
22	56.754	255	255	255
23	0.194	255	255	255
24	8.149	255	255	255
25	16.978	255	255	255
26	50.254	255	255	255
27	2.425	255	255	255
28	0.097	255	255	255
29	2.522	255	255	255
30	70.239	255	255	255
31	1.261	255	255	255
32	7.082	255	255	255
33	9.993	255	255	255
34	125.343	255	255	255
35	0.194	255	255	255
36	145.425	255	255	255
37	13.873	255	255	255
38	0.388	255	255	255
39	18.627	255	255	255
40	0.194	255	255	255
41	0.097	255	255	255
42	25.515	255	255	255
43	97.597	255	255	255
44	9.507	255	255	255
45	0.388	255	255	255
46	0.097	255	255	255
47	0.291	255	255	255
48	27.843	255	255	255
49	8.440	255	255	255
50	368.850	255	255	255
51	9.701	255	255	255
52	11.642	255	255	255
53	0.194	255	255	255
54	6.403	255	255	255
55	0.679	255	255	255
56	48.119	255	255	255
57	219.933	255	255	255
58	13.097	255	255	255
59	101.089	255	255	255
60	0.485	255	255	255
61	0.097	255	255	255
62	0.097	255	255	255
63	15.231	255	255	255
64	19.112	255	255	255
65	28.328	255	255	255
66	9.701	255	255	255
67	16.590	255	255	255
68	12.224	255	255	255
69	278.821	255	255	255
70	18.239	255	255	255
71	11.739	255	255	255
72	80.231	255	255	255
73	0.194	255	255	255
74	3.201	255	255	255
75	1.649	255	255	255
76	6.597	255	255	255
77	0.873	255	255	255
78	59.276	255	255	255
79	126.895	255	255	255
80	0.194	255	255	255
81	38.224	255	255	255
82	296.671	255	255	255
83	87.992	255	255	255
84	0.291	255	255	255
85	2.134	255	255	255
86	19.403	255	255	255
87	10.381	255	255	255
88	0.970	255	255	255
89	6.791	255	255	255
90	0.776	255	255	255
91	0.194	255	255	255
92	89.351	255	255	255
93	10.090	255	255	255
94	8.828	255	255	255
95	11.060	255	255	255
96	0.097	255	255	255
97	77.903	255	255	255
98	0.776	255	255	255
99	0.097	255	255	255
100	0.194	255	255	255
101	0.776	255	255	255
102	12.321	255	255	255
103	6.306	255	255	255
104	0.291	255	255	255
105	2.619	255	255	255
106	35.313	255	255	255
107	8.440	255	255	255
108	5.336	255	255	255
109	13.582	255	255	255
110	147.075	255	255	255
111	16.590	255	255	255
112	0.582	255	255	255
113	9.896	255	255	255
114	0.970	255	255	255
115	0.388	255	255	255
116	4.172	255	255	255
117	15.619	255	255	255
118	2.231	255	255	255
119	0.485	255	255	255
120	3.104	255	255	255
121	0.485	255	255	255
122	6.500	255	255	255
123	37.739	255	255	255
124	5.142	255	255	255
125	2.619	255	255	255
126	4.463	255	255	255
127	1.358	255	255	255
128	18.627	255	255	255
129	1.552	255	255	255
130	14.552	255	255	255
131	7.276	255	255	255
132	0.388	255	255	255
133	3.007	255	255	255
134	3.104	255	255	255
135	2.619	255	255	255
136	0.776	255	255	255
137	17.075	255	255	255
138	2.231	255	255	255
139	35.993	255	255	255
140	3.881	255	255	255
141	12.127	255	255	255
142	1.164	255	255	255
143	4.463	255	255	255
144	45.403	255	255	255
145	0.194	255	255	255
146	0.097	255	255	255
147	0.097	255	255	255
148	0.679	255	255	255
149	6.306	255	255	255
150	5.627	255	255	255
151	0.679	255	255	255
152	108.657	255	255	255
153	3.687	255	255	255
154	0.776	255	255	255
155	2.037	255	255	255
156	0.097	255	255	255
157	75.381	255	255	255
158	0.097	255	255	255
159	23.284	255	255	255
160	4.754	255	255	255
161	0.582	255	255	255
162	3.201	255	255	255
163	8.731	255	255	255
164	3.299	255	255	255
165	0.291	255	255	255
166	144.164	255	255	255
167	0.097	255	255	255
168	0.873	255	255	255
169	5.627	255	255	255
170	9.313	255	255	255
171	2.716	255	255	255
172	4.075	255	255	255
