10	141
10.01	139
10.02	142
10.03	136
10.04	134
10.05	142
10.06	149
10.07	130
10.08	144
10.09	149
10.1	142
10.11	134
10.12	126
10.13	146
10.14	131
10.15	134
10.16	119
10.17	140
10.18	131
10.19	131
10.2	133
10.21	122
10.22	124
10.23	118
10.24	128
10.25	114
10.26	124
10.27	118
10.28	112
10.29	134
10.3	114
10.31	121
10.32	118
10.33	108
10.34	108
10.35	109
10.36	112
10.37	107
10.38	93
10.39	91
10.4	86
10.41	75
10.42	99
10.43	89
10.44	75
10.45	105
10.46	101
10.47	84
10.48	96
10.49	85
10.5	85
10.51	63
10.52	88
10.53	87
10.54	72
10.55	74
10.56	81
10.57	72
10.58	86
10.59	80
10.6	93
10.61	81
10.62	77
10.63	71
10.64	77
10.65	74
10.66	77
10.67	81
10.68	70
10.69	68
10.7	58
10.71	73
10.72	73
10.73	69
10.74	86
10.75	84
10.76	83
10.77	75
10.78	82
10.79	76
10.8	64
10.81	86
10.82	67
10.83	72
10.84	62
10.85	87
10.86	79
10.87	57
10.88	84
10.89	81
10.9	77
10.91	72
10.92	75
10.93	76
10.94	80
10.95	93
10.96	80
10.97	71
10.98	79
10.99	78
11	88
11.01	78
11.02	74
11.03	66
11.04	75
11.05	82
11.06	83
11.07	81
11.08	81
11.09	80
11.1	86
11.11	58
11.12	68
11.13	65
11.14	66
11.15	74
11.16	85
11.17	73
11.18	70
11.19	82
11.2	74
11.21	71
11.22	81
11.23	78
11.24	70
11.25	80
11.26	69
11.27	75
11.28	83
11.29	75
11.3	77
11.31	83
11.32	70
11.33	66
11.34	73
11.35	72
11.36	66
11.37	63
11.38	72
11.39	86
11.4	59
11.41	87
11.42	89
11.43	70
11.44	90
11.45	65
11.46	72
11.47	93
11.48	69
11.49	78
11.5	76
11.51	95
11.52	82
11.53	86
11.54	73
11.55	93
11.56	82
11.57	66
11.58	75
11.59	57
11.6	80
11.61	69
11.62	81
11.63	74
11.64	69
11.65	77
11.66	81
11.67	66
11.68	80
11.69	57
11.7	81
11.71	80
11.72	85
11.73	77
11.74	80
11.75	73
11.76	67
11.77	74
11.78	81
11.79	65
11.8	58
11.81	93
11.82	84
11.83	86
11.84	61
11.85	85
11.86	83
11.87	69
11.88	74
11.89	86
11.9	78
11.91	55
11.92	76
11.93	63
11.94	69
11.95	79
11.96	77
11.97	58
11.98	79
11.99	66
12	64
12.01	79
12.02	80
12.03	83
12.04	91
12.05	77
12.06	71
12.07	58
12.08	81
12.09	70
12.1	74
12.11	68
12.12	66
12.13	72
12.14	74
12.15	79
12.16	70
12.17	71
12.18	94
12.19	82
12.2	91
12.21	74
12.22	87
12.23	72
12.24	74
12.25	92
12.26	67
12.27	72
12.28	72
12.29	55
12.3	83
12.31	78
12.32	70
12.33	72
12.34	82
12.35	64
12.36	70
12.37	91
12.38	75
12.39	77
12.4	84
12.41	64
12.42	73
12.43	77
12.44	78
12.45	76
12.46	70
12.47	75
12.48	78
12.49	67
12.5	90
12.51	97
12.52	71
12.53	71
12.54	71
12.55	88
12.56	91
12.57	70
12.58	85
12.59	74
12.6	91
12.61	92
12.62	96
12.63	76
12.64	71
12.65	79
12.66	72
12.67	86
12.68	92
12.69	79
12.7	83
12.71	77
12.72	71
12.73	65
12.74	87
12.75	85
12.76	81
12.77	77
12.78	83
12.79	73
12.8	80
12.81	78
12.82	84
12.83	57
12.84	86
12.85	78
12.86	81
12.87	91
12.88	83
12.89	88
12.9	65
12.91	87
12.92	78
12.93	83
12.94	91
12.95	82
12.96	93
12.97	79
12.98	96
12.99	69
13	91
13.01	80
13.02	78
13.03	94
13.04	76
13.05	79
13.06	87
13.07	90
13.08	81
13.09	80
13.1	81
13.11	84
13.12	78
13.13	76
13.14	74
13.15	85
13.16	79
13.17	98
13.18	88
13.19	83
13.2	83
13.21	72
13.22	73
13.23	83
13.24	84
13.25	89
13.26	82
13.27	78
13.28	72
13.29	101
13.3	75
13.31	74
13.32	73
13.33	86
13.34	76
13.35	80
13.36	65
13.37	84
13.38	72
13.39	80
13.4	81
13.41	72
13.42	65
13.43	86
13.44	83
13.45	87
13.46	83
13.47	69
13.48	94
13.49	91
13.5	99
13.51	100
13.52	78
13.53	86
13.54	76
13.55	68
13.56	79
13.57	84
13.58	74
13.59	69
13.6	76
13.61	84
13.62	92
13.63	70
13.64	81
13.65	82
13.66	81
13.67	91
13.68	84
13.69	96
13.7	79
13.71	86
13.72	87
13.73	87
13.74	81
13.75	90
13.76	82
13.77	75
13.78	87
13.79	98
13.8	64
13.81	88
13.82	72
13.83	77
13.84	83
13.85	80
13.86	78
13.87	86
13.88	83
13.89	85
13.9	91
13.91	79
13.92	91
13.93	98
13.94	81
13.95	77
13.96	87
13.97	86
13.98	66
13.99	79
14	71
14.01	82
14.02	80
14.03	87
14.04	73
14.05	88
14.06	88
14.07	81
14.08	75
14.09	79
14.1	92
14.11	97
14.12	71
14.13	91
14.14	76
14.15	89
14.16	86
14.17	89
14.18	92
14.19	79
14.2	70
14.21	92
14.22	69
14.23	84
14.24	86
14.25	73
14.26	85
14.27	88
14.28	80
14.29	65
14.3	82
14.31	78
14.32	62
14.33	77
14.34	87
14.35	68
14.36	87
14.37	88
14.38	70
14.39	99
14.4	78
14.41	88
14.42	80
14.43	84
14.44	88
14.45	81
14.46	93
14.47	75
14.48	74
14.49	73
14.5	104
14.51	83
14.52	77
14.53	77
14.54	72
14.55	96
14.56	75
14.57	84
14.58	77
14.59	93
14.6	97
14.61	74
14.62	69
14.63	73
14.64	98
14.65	78
14.66	93
14.67	74
14.68	72
14.69	85
14.7	84
14.71	86
14.72	83
14.73	78
14.74	82
14.75	69
14.76	60
14.77	83
14.78	79
14.79	76
14.8	79
14.81	69
14.82	67
14.83	71
14.84	62
14.85	85
14.86	76
14.87	83
14.88	72
14.89	72
14.9	83
14.91	75
14.92	83
14.93	77
14.94	69
14.95	68
14.96	70
14.97	67
14.98	65
14.99	79
15	66
15.01	75
15.02	89
15.03	70
15.04	72
15.05	70
15.06	80
15.07	91
15.08	66
15.09	68
15.1	64
15.11	75
15.12	74
15.13	76
15.14	69
15.15	79
15.16	71
15.17	71
15.18	88
15.19	84
15.2	77
15.21	81
15.22	80
15.23	61
15.24	72
15.25	71
15.26	73
15.27	82
15.28	92
15.29	58
15.3	57
15.31	82
15.32	79
15.33	81
15.34	72
15.35	74
15.36	74
15.37	74
15.38	75
15.39	84
15.4	59
15.41	79
15.42	87
15.43	52
15.44	76
15.45	61
15.46	83
15.47	79
15.48	84
15.49	75
15.5	80
15.51	69
15.52	72
15.53	88
15.54	82
15.55	81
15.56	83
15.57	76
15.58	67
15.59	74
15.6	68
15.61	73
15.62	58
15.63	81
15.64	66
15.65	84
15.66	101
15.67	65
15.68	76
15.69	53
15.7	62
15.71	83
15.72	69
15.73	68
15.74	79
15.75	72
15.76	66
15.77	59
15.78	81
15.79	64
15.8	85
15.81	71
15.82	73
15.83	73
15.84	72
15.85	66
15.86	77
15.87	78
15.88	61
15.89	70
15.9	81
15.91	78
15.92	66
15.93	63
15.94	86
15.95	65
15.96	84
15.97	77
15.98	70
15.99	85
16	76
16.01	86
16.02	64
16.03	72
16.04	70
16.05	59
16.06	67
16.07	75
16.08	60
16.09	69
16.1	67
16.11	70
16.12	73
16.13	71
16.14	86
16.15	71
16.16	78
16.17	84
16.18	79
16.19	72
16.2	80
16.21	65
16.22	78
16.23	85
16.24	94
16.25	75
16.26	71
16.27	72
16.28	91
16.29	59
16.3	78
16.31	87
16.32	65
16.33	71
16.34	66
16.35	72
16.36	80
16.37	78
16.38	88
16.39	91
16.4	76
16.41	79
16.42	68
16.43	75
16.44	79
16.45	61
16.46	65
16.47	96
16.48	74
16.49	61
16.5	68
16.51	72
16.52	76
16.53	67
16.54	71
16.55	71
16.56	76
16.57	68
16.58	73
16.59	66
16.6	66
16.61	62
16.62	75
16.63	93
16.64	67
16.65	79
16.66	87
16.67	89
16.68	72
16.69	83
16.7	78
16.71	83
16.72	68
16.73	76
16.74	61
16.75	67
16.76	90
16.77	76
16.78	58
16.79	74
16.8	61
16.81	75
16.82	74
16.83	65
16.84	88
16.85	65
16.86	76
16.87	92
16.88	85
16.89	93
16.9	73
16.91	98
16.92	80
16.93	61
16.94	74
16.95	69
16.96	77
16.97	66
16.98	75
16.99	60
17	65
17.01	78
17.02	76
17.03	92
17.04	80
17.05	79
17.06	60
17.07	79
17.08	67
17.09	78
17.1	80
17.11	76
17.12	73
17.13	65
17.14	89
17.15	67
17.16	71
17.17	83
17.18	63
17.19	62
17.2	72
17.21	79
17.22	66
17.23	68
17.24	75
17.25	81
17.26	66
17.27	69
17.28	68
17.29	71
17.3	65
17.31	79
17.32	65
17.33	81
17.34	78
17.35	60
17.36	77
17.37	78
17.38	75
17.39	66
17.4	73
17.41	64
17.42	67
17.43	56
17.44	58
17.45	86
17.46	70
17.47	67
17.48	90
17.49	71
17.5	78
17.51	63
17.52	71
17.53	75
17.54	84
17.55	76
17.56	64
17.57	70
17.58	73
17.59	61
17.6	62
17.61	53
17.62	59
17.63	59
17.64	77
17.65	62
17.66	55
17.67	85
17.68	73
17.69	60
17.7	62
17.71	58
17.72	59
17.73	81
17.74	77
17.75	66
17.76	60
17.77	55
17.78	63
17.79	65
17.8	67
17.81	58
17.82	64
17.83	66
17.84	59
17.85	78
17.86	69
17.87	74
17.88	77
17.89	84
17.9	79
17.91	63
17.92	54
17.93	73
17.94	69
17.95	76
17.96	67
17.97	75
17.98	76
17.99	54
18	61
18.01	59
18.02	64
18.03	64
18.04	55
18.05	65
18.06	59
18.07	61
18.08	68
18.09	66
18.1	83
18.11	56
18.12	71
18.13	65
18.14	64
18.15	74
18.16	77
18.17	71
18.18	57
18.19	66
18.2	64
18.21	88
18.22	78
18.23	94
18.24	69
18.25	69
18.26	61
18.27	72
18.28	68
18.29	80
18.3	57
18.31	74
18.32	60
18.33	70
18.34	77
18.35	70
18.36	65
18.37	78
18.38	73
18.39	65
18.4	67
18.41	65
18.42	72
18.43	67
18.44	70
18.45	64
18.46	56
18.47	73
18.48	57
18.49	75
18.5	64
18.51	73
18.52	62
18.53	75
18.54	79
18.55	59
18.56	66
18.57	62
18.58	80
18.59	74
18.6	63
18.61	82
18.62	74
18.63	81
18.64	67
18.65	75
18.66	60
18.67	72
18.68	79
18.69	76
18.7	77
18.71	73
18.72	63
18.73	63
18.74	84
18.75	65
18.76	62
18.77	70
18.78	66
18.79	60
18.8	61
18.81	78
18.82	73
18.83	63
18.84	58
18.85	87
18.86	64
18.87	66
18.88	72
18.89	75
18.9	68
18.91	65
18.92	70
18.93	70
18.94	70
18.95	65
18.96	78
18.97	89
18.98	72
18.99	74
19	77
19.01	64
19.02	61
19.03	59
19.04	54
19.05	64
19.06	57
19.07	75
19.08	60
19.09	53
19.1	71
19.11	67
19.12	73
19.13	69
19.14	63
19.15	73
19.16	84
19.17	67
19.18	73
19.19	68
19.2	83
19.21	78
19.22	72
19.23	73
19.24	71
19.25	58
19.26	66
19.27	70
19.28	67
19.29	82
19.3	65
19.31	57
19.32	72
19.33	61
19.34	59
19.35	81
19.36	69
19.37	75
19.38	65
19.39	76
19.4	82
19.41	84
19.42	60
19.43	84
19.44	65
19.45	80
19.46	52
19.47	58
19.48	65
19.49	59
19.5	72
19.51	78
19.52	77
19.53	70
19.54	63
19.55	66
19.56	70
19.57	78
19.58	64
19.59	75
19.6	68
19.61	72
19.62	80
19.63	68
19.64	66
19.65	68
19.66	60
19.67	64
19.68	62
19.69	66
19.7	72
19.71	78
19.72	62
19.73	80
19.74	74
19.75	76
19.76	70
19.77	71
19.78	71
19.79	62
19.8	62
19.81	56
19.82	76
19.83	61
19.84	75
19.85	64
19.86	82
19.87	80
19.88	89
19.89	89
19.9	78
19.91	85
19.92	54
19.93	77
19.94	68
19.95	76
19.96	87
19.97	77
19.98	87
19.99	80
20	81
20.01	74
20.02	68
20.03	77
20.04	81
20.05	64
20.06	84
20.07	73
20.08	74
20.09	76
20.1	78
20.11	91
20.12	67
20.13	65
20.14	70
20.15	73
20.16	86
20.17	63
20.18	61
20.19	65
20.2	55
20.21	64
20.22	59
20.23	81
20.24	74
20.25	68
20.26	76
20.27	76
20.28	76
20.29	68
20.3	65
20.31	77
20.32	79
20.33	67
20.34	65
20.35	73
20.36	73
20.37	72
20.38	77
20.39	64
20.4	65
20.41	77
20.42	86
20.43	85
20.44	68
20.45	78
20.46	75
20.47	66
20.48	66
20.49	73
20.5	78
20.51	64
20.52	77
20.53	71
